wateryear,region,surfdiv,pumping,et,gwstor,model
2002,7,518.5406083,323.6006393,847.6797438,24.91367653,c2vsim
2003,7,490.6420752,405.9983736,928.0436673,-45.17202042,c2vsim
1975,8,167.1185379,767.5791302,1689.119742,-149.70994,c2vsim
1976,8,123.2920237,902.4799336,1396.40671,-413.1809938,c2vsim
1977,8,124.2368739,917.052746,1313.031785,-502.6565545,c2vsim
1978,8,148.404467,702.1167879,1820.648903,-96.74063201,c2vsim
1979,8,177.3482672,795.0246967,1625.985122,-155.0880317,c2vsim
1980,8,178.4516349,713.6741361,1757.658339,-5.968494523,c2vsim
1981,8,176.874264,824.1541531,1515.644526,-248.3319687,c2vsim
1982,8,183.8419122,640.9870356,2001.814821,148.2568904,c2vsim
1983,8,183.2459881,587.574266,2097.705166,298.6683991,c2vsim
1984,8,191.6637263,797.5584126,1606.826846,-67.00701502,c2vsim
1985,8,178.0065918,787.8353518,1553.940411,-194.6699413,c2vsim
1986,8,192.5274923,625.2372266,1813.233867,104.0399252,c2vsim
1987,8,158.2265349,803.6221015,1392.403785,-223.9390549,c2vsim
1988,8,144.5516536,716.7113596,1419.180589,-196.5357336,c2vsim
1989,8,154.9344928,721.0573426,1459.652554,-217.0709886,c2vsim
1990,8,122.5140258,722.3405993,1538.099526,-230.0908774,c2vsim
1991,8,130.2190026,811.8148671,1393.787713,-318.7029664,c2vsim
1992,8,133.7633264,753.540067,1497.512864,-232.9511537,c2vsim
1993,8,175.3819336,656.8132443,1742.233132,39.96483925,c2vsim
1994,8,145.6462079,823.9026054,1503.725462,-227.262226,c2vsim
1995,8,176.4596211,655.0782331,1823.373936,114.6336483,c2vsim
1996,8,171.822629,660.9488159,1710.679006,76.72055754,c2vsim
1997,8,164.9911072,790.755072,1533.80219,-8.386833618,c2vsim
1998,8,145.2779244,609.3450166,1935.905821,225.07188,c2vsim
1999,8,179.7258437,753.3912247,1524.317847,-43.06135429,c2vsim
2000,8,172.8207152,749.4790645,1603.95385,-54.82808834,c2vsim
2001,8,172.2647902,762.4727125,1547.699005,-166.3260277,c2vsim
2002,8,168.7601677,790.2837126,1542.307946,-161.0304185,c2vsim
2003,8,166.3886276,761.3644686,1579.959606,-122.6200387,c2vsim
1975,9,997.6217035,240.6357168,1635.855978,-82.98126235,c2vsim
1976,9,1135.044814,352.3633437,1514.091324,-208.4958379,c2vsim
1977,9,1092.113277,280.9256362,1529.553621,-195.5688891,c2vsim
1978,9,926.739493,186.2264314,1713.768303,98.453451,c2vsim
1979,9,999.3242753,234.0633197,1616.712906,-71.83809266,c2vsim
1980,9,933.7733417,171.5419998,1690.821715,49.60185137,c2vsim
1981,9,1033.405591,201.8719969,1551.998054,-85.90707805,c2vsim
1982,9,820.3050365,165.6832465,1774.931627,115.2996088,c2vsim
1983,9,734.6688039,113.1295829,1843.966513,152.7288319,c2vsim
1984,9,1071.168532,186.1884476,1556.716073,-120.1077357,c2vsim
1985,9,986.1467041,230.3110322,1545.838779,-81.98743283,c2vsim
1986,9,827.5046063,147.7148222,1668.691112,80.18780007,c2vsim
1987,9,940.2659366,244.9848191,1463.325534,-135.8832593,c2vsim
1988,9,910.8871633,228.1923791,1495.032467,-61.25863964,c2vsim
1989,9,905.6088768,281.7372778,1500.797842,-85.83064828,c2vsim
1990,9,925.3467234,245.0225283,1502.463052,-118.2741504,c2vsim
1991,9,956.2846174,266.6625412,1464.704028,-103.6813924,c2vsim
1992,9,896.8794864,241.4045539,1527.616549,-75.66981002,c2vsim
1993,9,1014.206218,167.4355271,1757.884327,82.52828443,c2vsim
1994,9,1093.411986,305.1273203,1654.009331,-151.5983498,c2vsim
1995,9,919.4032622,219.6849202,1755.712186,110.8218113,c2vsim
1996,9,882.9304198,204.8858493,1652.193117,-24.9750563,c2vsim
1997,9,1058.401824,201.3070775,1599.975959,-1.059973542,c2vsim
1998,9,658.6367877,139.4372649,1805.399111,144.3684926,c2vsim
1999,9,771.9288417,230.2500553,1409.758513,-115.2877017,c2vsim
2000,9,750.5406437,171.4880867,1434.969631,2.212568011,c2vsim
2001,9,766.1353116,212.4309406,1396.02837,-89.18577824,c2vsim
2002,9,786.5429028,195.948456,1403.352992,-27.12579227,c2vsim
2003,9,736.9729098,181.2009539,1464.12178,15.56803693,c2vsim
1975,10,1204.203673,145.9767102,1385.531479,150.6773299,c2vsim
1976,10,1331.080031,130.4181025,1327.137992,82.13954705,c2vsim
1977,10,826.3367582,435.7171151,1341.575016,-261.1834483,c2vsim
1978,10,965.1196986,198.558874,1436.948587,144.3320006,c2vsim
1979,10,1220.391445,159.8140059,1429.719418,94.0951855,c2vsim
1980,10,1193.902922,211.412863,1459.625098,147.9619583,c2vsim
1981,10,1313.54593,153.9855656,1420.046908,91.61852943,c2vsim
1982,10,1111.607492,164.600439,1487.626027,174.9359074,c2vsim
1983,10,1027.767472,89.95482248,1435.743932,340.647443,c2vsim
1984,10,1317.383876,131.0009065,1320.859923,59.99541113,c2vsim
1985,10,1271.899121,131.7187115,1347.965661,98.42915973,c2vsim
1986,10,1097.409794,113.7382871,1364.858719,159.7794777,c2vsim
1987,10,977.0175409,305.7450157,1308.555853,-95.15702018,c2vsim
1988,10,907.8446722,507.3414108,1493.84294,-163.6833411,c2vsim
1989,10,941.2959537,482.1938368,1468.724476,-145.3090217,c2vsim
1990,10,886.9252875,499.0738536,1486.069293,-208.1887177,c2vsim
1991,10,732.4774487,678.4168946,1471.792661,-324.3181972,c2vsim
1992,10,666.1190795,698.6356345,1486.15781,-286.3501326,c2vsim
1993,10,750.0696204,580.1234144,1503.188482,-47.93783634,c2vsim
1994,10,812.6986838,618.3287788,1513.508285,-210.8533208,c2vsim
1995,10,890.761244,461.8065957,1570.260046,41.30044815,c2vsim
1996,10,1007.442871,406.2752114,1486.90648,28.05794664,c2vsim
1997,10,1024.50608,475.9640936,1514.979759,14.12115903,c2vsim
1998,10,788.4762062,442.8950648,1592.368596,119.0552709,c2vsim
1999,10,1018.089625,449.2381087,1509.531598,-97.9618884,c2vsim
2000,10,1006.869897,420.4698096,1481.435598,-21.58475946,c2vsim
2001,10,984.2336208,441.0231519,1495.501347,-79.36786989,c2vsim
2002,10,979.2070661,448.1718013,1436.303795,-85.65542223,c2vsim
2003,10,1200.662659,326.0944566,1477.45996,36.06295246,c2vsim
1975,11,893.7135245,126.449475,1078.102835,12.28747524,c2vsim
1976,11,725.9305279,363.8252668,992.6364335,-217.7176464,c2vsim
1977,11,335.9851417,633.2470218,950.7213672,-478.5868513,c2vsim
1978,11,691.5817014,141.9672787,1095.346632,171.3342361,c2vsim
1979,11,877.0026288,94.81455611,1020.340907,84.2016674,c2vsim
1980,11,885.6299085,89.23641751,1047.155235,134.6236609,c2vsim
1981,11,868.212988,131.2515083,988.9300573,0.90559801,c2vsim
1982,11,727.5500346,125.6140692,1107.716643,135.2635394,c2vsim
1983,11,793.7728729,120.5654343,1128.344944,152.8628762,c2vsim
1984,11,957.5444062,124.6950629,998.2528586,-51.84301631,c2vsim
1985,11,811.1077928,164.7632402,993.06293,-24.60152342,c2vsim
1986,11,752.1559449,139.8550678,1053.400226,57.305239,c2vsim
1987,11,705.3828212,248.3591186,949.2204255,-163.1991765,c2vsim
1988,11,583.2528161,235.4866296,926.6748773,-111.0946826,c2vsim
1989,11,643.6765742,181.503556,910.3049168,-75.95912477,c2vsim
1990,11,679.9905255,147.195371,911.7861499,-34.0157174,c2vsim
1991,11,632.0972741,227.6688578,884.8165554,-108.4389528,c2vsim
1992,11,653.6970436,151.308647,926.4792206,-20.57702801,c2vsim
1993,11,658.96558,132.3131156,1013.144026,58.77400591,c2vsim
1994,11,695.3607119,177.1206257,946.0474853,-39.96256669,c2vsim
1995,11,651.6767296,115.2378974,1032.135378,99.75343699,c2vsim
1996,11,777.5672807,93.50334704,989.1071762,65.3409586,c2vsim
1997,11,811.7221371,146.8358161,947.5025657,40.65840748,c2vsim
1998,11,625.2164665,132.4495211,1055.583769,120.5209874,c2vsim
1999,11,799.865215,131.8524124,930.4735421,-39.18744613,c2vsim
2000,11,724.9558567,125.8984488,950.0333379,8.005244677,c2vsim
2001,11,709.976133,164.1000216,938.93131,-49.53204631,c2vsim
2002,11,742.3646171,158.1941606,926.7613472,-25.30704238,c2vsim
2003,11,694.1365034,182.457206,943.0516044,-26.83143982,c2vsim
1975,12,660.1652483,131.9354791,847.6654576,66.50261379,c2vsim
1976,12,735.6057724,213.7374251,790.2099023,-18.88960461,c2vsim
1977,12,223.9412378,535.3284398,779.1638736,-359.9484704,c2vsim
1978,12,528.8719968,111.4425283,890.0287348,189.937058,c2vsim
1979,12,631.1616476,93.10829504,839.168651,97.23626203,c2vsim
1980,12,613.5684259,94.40705329,862.3026724,131.9356599,c2vsim
1981,12,694.3904808,103.060541,821.7022214,37.53620202,c2vsim
1982,12,576.7878913,95.68986217,902.3799637,141.9628666,c2vsim
1983,12,614.0112289,88.05320932,935.5892313,182.7345821,c2vsim
1984,12,741.1899076,135.5958703,837.3827912,-47.19502893,c2vsim
1985,12,601.7971376,184.7386774,826.0193201,-19.33927097,c2vsim
1986,12,602.354556,106.4890369,867.189356,80.3437578,c2vsim
1987,12,528.8232994,253.182252,801.7479228,-108.9936223,c2vsim
1988,12,322.4155711,371.5825862,824.0560899,-214.0282569,c2vsim
1989,12,425.2229635,294.2495972,826.8597225,-83.08611818,c2vsim
1990,12,480.4290245,225.753062,830.1939491,-36.40312817,c2vsim
1991,12,486.1301312,262.4506836,819.0961858,-73.85629261,c2vsim
1992,12,496.8565274,212.9402782,846.027564,-21.39082048,c2vsim
1993,12,546.8544042,105.5280302,900.0039845,127.2369384,c2vsim
1994,12,552.938652,198.2821721,867.1025321,-56.3877578,c2vsim
1995,12,541.5022272,144.3935992,919.4715547,139.7711276,c2vsim
1996,12,621.6635219,114.2570907,894.6749241,26.22846924,c2vsim
1997,12,681.6019507,187.2949961,872.1656556,39.58405889,c2vsim
1998,12,502.9775406,148.2157733,925.6948652,109.5487165,c2vsim
1999,12,628.9942308,234.8735253,867.5441816,-87.28581274,c2vsim
2000,12,598.6459626,181.5504563,883.0807002,24.2615437,c2vsim
2001,12,578.7444249,233.4633156,876.4310568,-45.54121258,c2vsim
2002,12,550.8246805,261.7325112,863.4757742,-54.94882823,c2vsim
2003,12,542.3804532,251.344279,870.3115366,-23.72185432,c2vsim
1975,13,951.9855696,608.5662112,2182.764505,19.78617115,c2vsim
1976,13,582.2091845,1052.308458,2013.843344,-541.4701552,c2vsim
1977,13,231.303919,1489.001476,1945.702018,-988.0047323,c2vsim
1978,13,966.912225,502.3498126,2354.600381,521.2152364,c2vsim
1979,13,1004.835813,506.0803237,2190.211677,134.5595718,c2vsim
1980,13,1089.682942,499.0532534,2223.933936,269.6908651,c2vsim
1981,13,822.5734739,785.7084741,2100.846693,-257.7134828,c2vsim
1982,13,1043.744882,446.2891676,2343.396648,357.138402,c2vsim
1983,13,1127.823908,389.8180975,2436.583035,1078.462457,c2vsim
1984,13,1058.520275,656.943046,2055.139128,-50.00731646,c2vsim
1985,13,771.6777565,866.2144258,2058.999018,-299.7485448,c2vsim
1986,13,1041.9491,496.1249896,2193.231379,243.743761,c2vsim
1987,13,701.6424587,867.9237036,1983.440564,-360.5053614,c2vsim
1988,13,512.5608177,990.8974776,1997.143912,-510.0091455,c2vsim
1989,13,504.4389061,1035.419365,2016.162199,-506.5699003,c2vsim
1990,13,358.1591683,1124.013853,1988.336509,-622.1982833,c2vsim
1991,13,437.74438,1078.833673,1956.572786,-484.5006795,c2vsim
1992,13,449.5741414,959.942951,2004.969502,-403.7868394,c2vsim
1993,13,830.0434537,549.6523935,2186.756693,266.0077597,c2vsim
1994,13,669.0400621,776.4486901,2040.871102,-247.9059019,c2vsim
1995,13,708.5412599,640.7604189,2283.931916,276.7676115,c2vsim
1996,13,840.2309447,636.9012073,2142.012736,38.92072924,c2vsim
1997,13,774.9045594,863.0582109,2100.993059,277.166823,c2vsim
1998,13,671.4350284,610.5725251,2362.389377,401.7732306,c2vsim
1999,13,657.5593873,920.6528709,2031.575708,-344.4128094,c2vsim
2000,13,618.933299,833.6120597,2107.968724,-141.1620164,c2vsim
2001,13,639.0067799,846.7345594,2078.363075,-261.3808599,c2vsim
2002,13,567.9822898,952.8484697,1995.43994,-364.5564499,c2vsim
2003,13,513.5882736,925.3290012,2059.239421,-327.8634406,c2vsim
1975,14,1160.553031,444.5271305,1502.865278,-248.6978902,c2vsim
1976,14,1192.874255,418.2520812,1551.7251,-241.8752656,c2vsim
1977,14,378.9756225,1040.194891,1528.218376,-915.1075114,c2vsim
1978,14,618.9582832,636.8756313,1651.389415,-421.9031991,c2vsim
1979,14,1007.807974,546.3555549,1625.364521,-293.6271095,c2vsim
1980,14,1069.239399,561.0767736,1662.680066,-277.9447002,c2vsim
1981,14,1214.506404,467.0214318,1633.917266,-188.8736465,c2vsim
1982,14,1144.037917,472.107967,1638.873309,-197.2767689,c2vsim
1983,14,1012.233005,415.6512763,1671.532257,-121.6653536,c2vsim
1984,14,1376.759527,434.1489043,1569.150754,-132.6985866,c2vsim
1985,14,1264.244749,459.9453828,1566.080562,-168.6366112,c2vsim
1986,14,1107.207662,412.8038566,1590.101304,-142.4838835,c2vsim
1987,14,1227.332413,422.0756207,1538.636302,-160.287947,c2vsim
1988,14,1191.003732,456.1033563,1579.402586,-240.4023434,c2vsim
1989,14,1064.883539,536.1570102,1478.203319,-311.8910184,c2vsim
1990,14,715.5871718,695.1793106,1463.836807,-529.9695708,c2vsim
1991,14,330.5242872,783.6893231,1337.070062,-664.4697425,c2vsim
1992,14,309.7352634,806.998491,1395.395254,-669.9641655,c2vsim
1993,14,660.9340536,484.447815,1508.962514,-278.0451541,c2vsim
1994,14,793.7347926,674.4223095,1465.972315,-447.1671159,c2vsim
1995,14,787.2578078,439.7985448,1594.203254,-193.1772137,c2vsim
1996,14,1270.926375,343.068774,1552.598137,-38.57194086,c2vsim
1997,14,1296.29841,239.2654557,1541.808984,39.77932967,c2vsim
1998,14,934.3415856,299.566973,1559.490518,-36.32751591,c2vsim
1999,14,1251.844503,329.3263789,1478.024866,-86.63313293,c2vsim
2000,14,1051.542417,363.9020182,1482.972298,-121.3546645,c2vsim
2001,14,888.6107091,491.2631995,1437.152977,-270.8007664,c2vsim
2002,14,838.739314,521.538509,1391.267816,-319.8305697,c2vsim
2003,14,951.308433,402.2275834,1434.32191,-193.3586189,c2vsim
1975,15,1086.364129,1255.567828,2300.956654,-265.5179381,c2vsim
1976,15,752.5031263,1523.400712,2326.280802,-547.640296,c2vsim
1977,15,369.8546204,1783.11377,2315.080138,-986.6816446,c2vsim
1978,15,854.9536642,959.9658095,2416.816371,567.222397,c2vsim
1979,15,1181.089835,1057.753104,2364.72323,-47.36191054,c2vsim
1980,15,1176.610524,1015.808907,2388.719829,236.4548562,c2vsim
1981,15,1161.792162,1174.040406,2358.099728,-181.6891435,c2vsim
1982,15,1251.791168,1035.949235,2369.739736,222.1577651,c2vsim
1983,15,966.3780036,939.2566339,2407.178315,711.8936442,c2vsim
1984,15,970.7849365,1326.510796,2296.563336,-219.5219531,c2vsim
1985,15,1062.862208,1205.236729,2289.54067,-183.86968,c2vsim
1986,15,1056.542448,972.0707911,2321.701463,257.0888649,c2vsim
1987,15,993.1990141,1226.835354,2266.022228,-223.8514334,c2vsim
1988,15,590.9893304,1529.534046,2268.917803,-461.4947962,c2vsim
1989,15,787.8886742,1388.960334,2197.867625,-377.090951,c2vsim
1990,15,558.2004649,1596.336723,2201.972281,-635.9775716,c2vsim
1991,15,305.3647259,1576.288067,2108.922032,-417.8175586,c2vsim
1992,15,404.0485878,1477.50794,2159.54786,-545.4058297,c2vsim
1993,15,1027.601098,773.5206014,2214.108433,507.5638458,c2vsim
1994,15,824.9663208,1291.804156,2167.323576,-264.4431281,c2vsim
1995,15,1143.78261,795.2878413,2320.38593,624.4540337,c2vsim
1996,15,1456.346869,710.1152749,2236.062206,449.8992862,c2vsim
1997,15,1042.352304,928.6396726,2217.883976,397.2998284,c2vsim
1998,15,615.8871733,899.606499,2233.470238,492.9875161,c2vsim
1999,15,762.3099237,1341.784658,2138.891223,-173.0807888,c2vsim
2000,15,892.7526825,1061.988026,2150.672573,72.11825796,c2vsim
2001,15,568.8158307,1305.4926,2123.389588,-278.1615483,c2vsim
2002,15,599.267077,1390.399434,2051.760858,-339.2627506,c2vsim
2003,15,660.0347635,1234.268438,2081.89098,-108.6846372,c2vsim
1975,16,530.6206719,121.1229382,632.6097811,2.381595163,c2vsim
1976,16,239.2644179,299.9630653,617.3004122,-237.6576211,c2vsim
1977,16,203.7558442,384.6091311,596.005713,-338.9295835,c2vsim
1978,16,456.4111583,113.7818145,639.3109609,94.64958138,c2vsim
1979,16,502.460977,132.5827175,604.8767432,94.49822045,c2vsim
1980,16,483.0558427,130.6020293,604.9772535,66.16798025,c2vsim
1981,16,425.1024417,164.7000397,591.9326929,-36.87972007,c2vsim
1982,16,464.5352146,114.4194918,624.3771601,38.08239761,c2vsim
1983,16,415.5333755,116.323605,632.5928989,181.448418,c2vsim
1984,16,547.4972887,151.2675468,586.6701802,36.63365404,c2vsim
1985,16,466.8110024,174.4426071,597.3285676,-39.12016425,c2vsim
1986,16,484.8943554,129.1435937,605.1551391,57.50572503,c2vsim
1987,16,414.8775477,208.7401445,580.1929729,-72.07890627,c2vsim
1988,16,441.4717784,229.3982695,579.1559426,-135.8977445,c2vsim
1989,16,448.1892003,198.0492705,594.2193666,-96.89007268,c2vsim
1990,16,318.313614,272.8067878,580.6386281,-191.9644136,c2vsim
1991,16,442.7545138,189.3539103,579.674523,-96.40453552,c2vsim
1992,16,376.7443971,233.3139145,578.2884182,-110.4048673,c2vsim
1993,16,682.4535418,118.1326175,604.5414397,146.6546478,c2vsim
1994,16,402.0883524,194.4838458,578.9566513,-32.63840563,c2vsim
1995,16,492.1554957,158.1076941,603.4337053,92.16832566,c2vsim
1996,16,546.0454286,140.7864522,580.0622506,89.24124123,c2vsim
1997,16,615.5811998,145.3387057,565.7034934,136.1500387,c2vsim
1998,16,388.4556781,165.8941088,615.5149079,118.3750476,c2vsim
1999,16,601.6084631,155.6546771,567.2149629,27.17970641,c2vsim
2000,16,471.6260636,187.1556266,578.3421761,1.317695025,c2vsim
2001,16,409.3668628,202.6960798,576.8534984,-71.93484037,c2vsim
2002,16,503.5376545,190.0566817,562.3067672,-70.32305059,c2vsim
2003,16,499.1445741,185.1782784,588.132795,-54.5910035,c2vsim
1975,17,352.8023314,372.4352772,878.2416489,-206.8246364,c2vsim
1976,17,58.50677486,671.6976804,867.8987317,-545.7399671,c2vsim
1977,17,49.62641341,759.3606898,846.0827051,-659.3044205,c2vsim
1978,17,606.3229057,153.8575647,907.8876867,253.1360651,c2vsim
1979,17,515.5407575,311.8917583,872.3671519,-4.707907082,c2vsim
1980,17,603.8753488,247.1353102,882.7224954,100.9006273,c2vsim
1981,17,302.3987926,458.0073694,873.9148266,-282.622505,c2vsim
1982,17,544.3846771,165.4963452,913.7188223,95.66196107,c2vsim
1983,17,502.3492962,223.0221433,905.2460627,253.3316712,c2vsim
1984,17,467.8761377,356.9146698,849.1120264,-119.858467,c2vsim
1985,17,321.9531679,437.5588279,865.6256326,-263.0273713,c2vsim
1986,17,512.6960878,286.5116826,879.52405,60.5432967,c2vsim
1987,17,239.2661657,523.2611209,853.5357447,-320.3552878,c2vsim
1988,17,138.296937,587.722267,853.87544,-420.9011211,c2vsim
1989,17,199.7013019,536.0350093,839.248462,-368.1608563,c2vsim
1990,17,130.7493448,595.5386048,841.7300077,-465.7857036,c2vsim
1991,17,231.6070227,544.1628656,835.1180787,-356.6478045,c2vsim
1992,17,150.3677605,586.5507589,836.2934398,-382.5588363,c2vsim
1993,17,502.5802478,222.4944397,859.9537981,171.4863844,c2vsim
1994,17,239.3790165,483.243344,855.6214187,-205.1437971,c2vsim
1995,17,565.9837866,181.7385773,890.2385332,281.4843792,c2vsim
1996,17,571.3196635,239.9014601,864.2800543,169.9610683,c2vsim
1997,17,462.2483387,388.7039898,861.7573311,125.3762031,c2vsim
1998,17,478.7862932,228.2119589,917.6168345,278.5653164,c2vsim
1999,17,325.476497,440.171146,854.6682912,-131.276126,c2vsim
2000,17,392.5338463,334.7975168,860.3793436,-28.36113913,c2vsim
2001,17,226.2143954,482.9407419,841.3924475,-247.2652054,c2vsim
2002,17,284.6339997,485.7061611,829.858787,-219.4193258,c2vsim
2003,17,285.3598747,430.2434773,846.134728,-160.9052313,c2vsim
1975,18,912.3199799,592.544425,1889.752599,28.41427608,c2vsim
1976,18,306.4654968,1181.810951,1897.586127,-603.9606646,c2vsim
1977,18,127.2793789,1458.599248,1823.899072,-927.5478495,c2vsim
1978,18,1175.743993,307.7728259,2036.771652,815.5147979,c2vsim
1979,18,1056.27654,523.0151262,1898.323434,302.3766733,c2vsim
1980,18,1337.694725,345.4186133,1955.109804,635.5237808,c2vsim
1981,18,540.3323994,849.5231722,1889.614017,-234.5076392,c2vsim
1982,18,1271.722526,200.7353353,1969.400477,658.9423175,c2vsim
1983,18,1511.977382,161.2552893,2013.82002,1252.608313,c2vsim
1984,18,923.1667482,661.1063135,1832.930753,103.6891248,c2vsim
1985,18,584.2343546,855.1102148,1854.780689,-271.2485796,c2vsim
1986,18,1264.210738,424.913528,1916.037837,499.8943174,c2vsim
1987,18,681.6185237,850.9695583,1821.830031,-377.9638327,c2vsim
1988,18,713.4785475,787.163744,1887.327593,-366.4489004,c2vsim
1989,18,792.9511315,619.725168,1792.010001,-373.3057387,c2vsim
1990,18,511.7728711,1082.815227,1788.071434,-720.9868201,c2vsim
1991,18,775.3749846,805.4549819,1819.273792,-306.5757845,c2vsim
1992,18,629.5142603,860.8916159,1895.116759,-475.0487563,c2vsim
1993,18,2394.268796,125.0706655,1926.773884,951.662005,c2vsim
1994,18,777.9572064,673.1040552,1905.54971,-234.887968,c2vsim
1995,18,2357.470461,170.0728769,1985.423003,1052.649599,c2vsim
1996,18,2108.62225,105.6947314,1877.067209,896.1742215,c2vsim
1997,18,1746.167442,223.1000438,1891.133873,1021.010382,c2vsim
1998,18,1853.764659,151.2052624,1979.038152,1010.792743,c2vsim
1999,18,1486.671146,240.610165,1882.666875,330.5413393,c2vsim
2000,18,1671.285517,169.6421739,1868.056762,289.422611,c2vsim
2001,18,969.6692871,520.6813831,1830.655694,-289.2654365,c2vsim
2002,18,1023.331951,502.1683017,1814.93322,-256.1211484,c2vsim
2003,18,1395.25015,232.9842056,1839.924179,121.0151786,c2vsim
1975,19,316.6308311,991.6256559,1551.137808,-524.7271646,c2vsim
1976,19,246.4085397,1067.338227,1600.796095,-594.4529009,c2vsim
1977,19,198.556004,1072.427838,1531.813875,-697.0537412,c2vsim
1978,19,401.4900444,730.0813335,1842.462107,185.1200669,c2vsim
1979,19,474.8663066,764.9291156,1665.040428,-300.5941819,c2vsim
1980,19,546.6324327,729.2063816,1715.050046,46.92627341,c2vsim
1981,19,440.9138511,807.511901,1591.48261,-295.9217383,c2vsim
1982,19,530.1047483,681.1455582,1642.910648,-35.2673563,c2vsim
1983,19,495.6818701,550.4667092,1732.808196,1015.554619,c2vsim
1984,19,455.712012,725.0762235,1431.82367,-159.4601,c2vsim
1985,19,412.0343013,716.7845779,1438.264583,-340.7122111,c2vsim
1986,19,487.3247242,573.3926606,1459.071825,-45.07418305,c2vsim
1987,19,405.064443,661.8219369,1348.831529,-270.9933308,c2vsim
1988,19,344.1263913,576.1823405,1349.956613,-242.3749226,c2vsim
1989,19,408.1042341,556.3230998,1184.835766,-254.1284168,c2vsim
1990,19,207.1541335,774.2677336,1096.654812,-481.2611193,c2vsim
1991,19,62.08270052,712.5370842,1075.865936,-273.1710131,c2vsim
1992,19,201.4253639,589.8558024,1170.126029,-332.8512414,c2vsim
1993,19,542.9710767,266.2578385,1300.837795,106.0045834,c2vsim
1994,19,164.4113077,691.9068903,1209.104545,-377.9004218,c2vsim
1995,19,368.4383464,492.1465172,1448.87649,100.4975513,c2vsim
1996,19,305.011877,617.46643,1273.287219,-176.175354,c2vsim
1997,19,231.2739849,690.9456765,1319.402479,-84.49684019,c2vsim
1998,19,216.6616704,551.4810553,1641.269488,385.1889939,c2vsim
1999,19,5.194785948,1038.701729,1352.653391,-575.7161281,c2vsim
2000,19,178.7314521,867.3599223,1321.344452,-478.5148859,c2vsim
2001,19,69.35444462,823.6343855,1280.918953,-459.1653745,c2vsim
2002,19,128.3529382,825.1026152,1164.642253,-502.4373224,c2vsim
2003,19,147.7639525,770.1544762,1263.054086,-420.2227763,c2vsim
1975,20,308.5001048,426.3010579,845.175679,-287.0305301,c2vsim
1976,20,190.1000655,497.9141166,848.3991572,-420.518658,c2vsim
1977,20,93.07168842,609.5645565,806.8692781,-538.9044368,c2vsim
1978,20,366.0554531,304.8714546,998.2435528,-208.8918562,c2vsim
1979,20,373.0175213,410.9823372,896.6784999,-176.2810988,c2vsim
1980,20,504.3460101,264.851017,929.3928035,-55.75664247,c2vsim
1981,20,334.1156121,437.6979735,895.6878684,-221.7258045,c2vsim
1982,20,462.4888904,315.9082003,949.8199854,-118.0842162,c2vsim
1983,20,438.8653269,282.1834611,1014.502844,31.13176157,c2vsim
1984,20,387.8101336,451.0954266,881.4404749,-130.1620833,c2vsim
1985,20,349.3547375,457.1646885,903.0212953,-215.4184668,c2vsim
1986,20,536.9464656,277.5346433,947.1838225,-80.07486472,c2vsim
1987,20,276.4240028,525.4190359,910.5482912,-266.1722092,c2vsim
1988,20,261.5268098,503.7613518,928.2072109,-320.4473773,c2vsim
1989,20,276.0633103,537.1571538,882.4225205,-363.6694808,c2vsim
1990,20,181.2748933,639.7989274,851.8551065,-475.1592851,c2vsim
1991,20,192.1741698,566.0575171,869.375506,-431.5796229,c2vsim
1992,20,204.2989637,538.3226312,893.4719668,-390.4949824,c2vsim
1993,20,403.4186816,392.3518857,1002.755187,-192.2085284,c2vsim
1994,20,265.0901644,533.8139755,934.2420629,-318.8604345,c2vsim
1995,20,480.0825921,277.1794181,1016.62817,-66.4266134,c2vsim
1996,20,446.2939883,407.0079627,952.0113332,-75.06785828,c2vsim
1997,20,459.1852575,383.0125504,953.1930699,-56.64765701,c2vsim
1998,20,381.9707732,286.2474808,1044.696681,43.75306745,c2vsim
1999,20,304.7784591,522.7282978,922.2353328,-203.9704478,c2vsim
2000,20,344.9570571,495.1760266,922.0604662,-249.8252593,c2vsim
2001,20,272.114403,518.2618863,896.9465582,-296.694085,c2vsim
2002,20,269.9688382,543.4681608,868.8965285,-331.6122918,c2vsim
2003,20,298.4316551,520.1001991,907.7522596,-308.2827777,c2vsim
1975,21,522.3900762,1144.192777,1716.937237,-634.0993303,c2vsim
1976,21,492.3771266,1196.203359,1710.365452,-667.833308,c2vsim
1977,21,203.9407701,1407.205847,1726.038431,-930.9998805,c2vsim
1978,21,461.999287,1023.250341,1856.214547,-329.4782966,c2vsim
1979,21,867.778995,849.0966533,1803.297541,-142.761653,c2vsim
1980,21,605.3131187,1096.691577,1817.997667,-117.4145762,c2vsim
1981,21,764.5683508,992.2894967,1776.850428,-268.7143724,c2vsim
1982,21,755.2639364,1027.809625,1818.254477,-176.9856198,c2vsim
1983,21,446.6671909,1099.918565,1882.364237,-190.8754488,c2vsim
1984,21,698.4493432,1089.124617,1755.185157,-407.3941595,c2vsim
1985,21,658.2825926,1150.425116,1756.830335,-529.8858948,c2vsim
1986,21,637.4881014,1103.216919,1782.894235,-269.0303568,c2vsim
1987,21,561.3304244,1193.413805,1755.60966,-523.4017441,c2vsim
1988,21,626.1417498,1072.773695,1760.281728,-529.8667238,c2vsim
1989,21,559.7971156,1086.443297,1642.745821,-550.5278458,c2vsim
